Time,Susceptible ID,Susceptible Masking Status,Infective ID,Infective Masking Status
2.0408188089830697,776,false,3,true
2.059648739857849,908,false,17,false
2.155657762251254,762,false,6,false
2.1662997085800906,717,false,12,false
2.22068574791189,299,false,10,true
2.4292602018276686,838,false,10,true
2.5414438650031475,260,true,3,true
2.573678801577913,704,true,17,false
2.705944698754351,958,false,15,false
2.865737087932083,317,false,4,true
2.918206149081666,167,false,1,false
2.926574369853288,602,false,8,false
2.9341964450082463,131,true,9,true
3.4176888854950738,802,false,18,false
3.686868822818451,946,false,8,true
3.7840374459287647,989,true,11,false
3.852662833669051,64,true,17,false
4.642073296318925,413,false,1,true
4.762335282584715,68,false,19,true
4.8334115781857365,89,false,260,true
4.851057229713277,110,false,908,true
4.903866812299319,650,false,299,true
4.923472907178507,666,true,9,false
4.936166415172583,180,true,317,false
5.106034036425736,476,false,8,false
5.300022405963205,655,true,776,false
5.421267676181249,237,false,12,false
5.4302074150403135,680,false,602,true
5.537573708704104,228,false,8,false
5.567310770367138,979,false,9,false
5.751837511571968,957,false,299,true
5.763701625711409,674,false,7,true
5.774580118451437,561,false,838,true
5.912302988344279,311,true,802,true
5.965045534278984,756,false,317,true
5.965999451600592,420,false,12,false
6.010127565862504,95,false,946,true
6.231727725859254,735,false,13,false
6.28608878258021,793,false,1,false
6.295640577236804,108,false,17,true
6.3435267075877855,122,false,64,false
6.366813859136021,132,false,18,false
6.367444343247962,934,false,17,true
6.536106356220525,294,false,946,true
6.569809382283003,886,false,9,false
6.581319844038786,115,false,299,false
6.715593763952574,383,false,958,false
6.778571836865262,69,false,299,false
6.801838188341469,142,false,7,true
6.80928039379,726,true,17,true
6.821373751980843,114,false,15,true
6.94283286660355,713,false,8,true
7.138811474167782,977,false,68,true
7.157544590919133,519,true,7,false
7.30397081881576,897,false,666,true
7.350367299255327,622,true,802,true
7.681054155196367,93,false,413,true
7.72082920683478,273,true,2,true
7.8134762658323025,992,false,957,false
7.928270824908944,567,false,908,false
7.962657217449761,284,false,18,false
7.962954553155749,817,false,776,false
7.997446613696826,207,false,908,false
8.033330043150338,675,false,237,true
8.104506712059553,576,false,602,false
8.135179047124593,163,false,8,false
8.19106811427546,952,false,989,true
8.375549207349858,607,true,802,false
8.378843777434831,510,false,793,true
8.448011710855184,336,false,680,false
8.515846540743105,506,false,13,false
8.521366853060288,133,true,802,false
8.599503445902,359,false,11,false
8.63507506478584,982,false,311,false
8.683035075908881,874,false,122,true
8.75991698775095,720,true,294,false
8.761824305398326,468,false,68,true
8.850160287615328,160,true,476,true
9.133054903963625,962,true,115,true
9.175311955262558,771,false,383,true
9.222403509161223,760,true,95,true
9.244186351143847,109,false,68,true
9.278409426742133,558,false,294,false
9.414116995856519,434,false,9,true
9.437040090865624,871,false,110,false
9.479874695961772,605,false,908,true
9.529014297323346,490,false,776,true
9.769113600789598,900,false,108,false
9.913791211620953,55,false,108,false
9.978546760529982,168,true,622,false
10.051240481461614,377,true,317,true
10.114414193359703,401,true,886,false
10.149950854432337,755,false,207,false
10.265491735381932,398,false,897,false
10.302752074929716,465,false,228,false
10.38306168084841,484,false,294,true
10.438181674756226,27,false,115,true
10.474246290232097,483,true,284,false
10.476570281346413,223,false,13,true
10.553392371734256,658,false,908,true
10.60239316524784,983,false,163,false
10.646344941488382,419,false,114,false
10.648238118950449,859,false,713,false
10.869319629660433,94,true,13,true
10.878976916676267,83,false,8,false
10.888062957802388,921,true,420,true
10.929118599244925,678,false,108,true
10.976761471683352,120,false,886,false
11.02753763628452,589,true,9,false
11.032918534178407,536,true,207,false
11.076589874815555,556,true,979,true
11.081165058718755,111,false,666,false
11.109024397743491,349,false,567,true
11.155206372879885,324,true,8,false
11.187697525094949,283,false,12,false
11.189442621701081,870,false,13,true
11.195692894861443,232,false,110,true
11.240514443687058,535,false,735,true
11.25157015788875,917,false,675,false
11.254904479925905,399,false,674,true
11.281121489956549,285,true,576,false
11.385802187235063,601,false,68,false
11.386322155165695,796,false,336,false
11.458147098079017,263,false,468,false
11.507012980510549,560,false,506,false
11.518357843626212,91,false,7,false
11.55852723955034,72,true,952,false
11.58287020277317,630,false,561,false
11.617234453343299,430,true,299,true
11.719342797839213,243,false,359,false
11.838900641466445,45,true,720,true
11.886577916457489,798,true,952,false
11.890803417404333,489,true,720,true
11.914161851113551,587,false,17,false
11.981389275420021,136,false,132,false
11.995239877361453,77,true,519,true
12.038988886066424,362,true,420,false
12.065801003982289,157,true,992,true
12.114269658551564,632,true,317,true
12.143976175274316,552,true,519,false
12.14589867799675,527,true,720,false
12.161828299721416,550,true,468,false
12.167099723806086,282,true,7,false
12.188744902742084,973,false,519,false
12.190018924211588,432,false,228,false
12.222228417474238,403,false,3,false
12.352031492508214,97,true,68,false
12.363453646589779,174,true,273,false
12.419421934074098,937,false,69,false
12.44983305419428,36,false,755,true
12.496885818619932,177,true,55,false
12.509300289931353,347,false,294,false
12.522608410201354,598,false,359,true
12.52665459600961,951,false,760,false
12.537077777670783,452,false,900,false
12.583769096857129,50,false,108,true
12.619186661695425,730,true,658,true
12.63676028685721,514,false,483,false
12.640343629610046,379,true,398,false
12.771150980282155,491,false,7,false
12.834637039576537,732,false,713,true
12.89285271436785,738,false,68,false
12.920114318861582,634,false,468,false
12.956773300919442,446,true,567,false
12.966376365922912,925,false,946,true
12.994438605043602,924,false,977,false
13.026092572569532,140,false,982,false
13.026777034673579,287,true,726,false
13.109968544161761,964,false,567,true
13.202513591680383,63,false,401,true
13.212546782403788,464,false,900,false
13.247156143009734,205,true,398,true
13.295285440697722,818,false,13,false
13.309543929017275,694,true,55,false
13.35113746249732,314,false,7,true
13.408271993971233,408,false,27,false
13.487032051500734,860,false,55,false
13.507576751082143,652,true,560,true
13.580471549460409,990,true,535,true
13.588432013914744,894,false,359,true
13.62652039461362,787,true,838,false
13.64341597294042,143,false,726,false
13.647469460204515,991,false,921,true
13.668957662865225,737,false,434,false
13.680531533013973,525,false,359,true
13.69557002418157,107,false,567,true
13.70738640232687,320,true,12,true
13.742901851902598,280,false,122,false
13.772235761356047,258,false,870,false
13.85400940011348,423,false,133,true
13.89140299706841,682,false,91,true
